#Produktgruppe;Lieferant;Artikelnummer;Bezeichnung;Barcode;Herkunftsland;VPE;VK-Preis;EK-Preis;Variabel
Kaffee;EP;at113120;"""Oromia"" Gourmetkaffee 250g, gem., kbA 250g";;Äthiopien;20;4,49;;
Kaffee;EP;at113123;"""Oromia"" Gourmetkaffee 250g, Bohne, kbA 250g";;Äthiopien;20;4,49;;
Kaffee;EP;at113002;„Oromia“, Sidamo, Bohne Großverbraucher 1000g;;Äthiopien;5;17,5;;
Kaffee;EP;at113003;„Oromia“, Sidamo, gemahle Großverbraucher 1000g;;Äthiopien;5;17,5;;
Kaffee;EP;at113130;"Geschenkset ""Oromia"" Gourmetkaffee 250g, gem. in Kaffeedose mit Aromaschutz 250g";;Äthiopien;12;7,2;;
Kaffee;dwp;ret113101;Café Sidamo, kbA, gemahlen 250g;;Äthiopien;20;4,8;;
Kaffee;dwp;ret113103;Café Sidamo, kbA, Bohnen 500g;;Äthiopien;10;9,6;;
Kaffee;EP;bo313120;"""Bolivia"" kbA 250 g, gemahlen 250g";;Bolivien;20;3,99;;
Kaffee;EP;bo313123;"""Bolivia"" kbA 250 g, Bohne 250g";;Bolivien;20;3,99;;
Kaffee;GEPA;4080901;Bio Café Yungas, Röstkaffee gemahlen 250g;;Bolivien;6;6,95;;
Kaffee;GEPA;4080902;Bio Café Yungas, Röstkaffee Bohnen 250g;;Bolivien;6;6,95;;
Kaffee;dwp;rbr113101;Café Brasilien gemahlen 250 g;;Brasilien;20;4,5;;
Kaffee;dwp;rbr113103;Café Brasilien Bohnen 500g;;Brasilien;10;8,9;;
Kaffee;EP;cu113150;"Café ""Cubita"" claro 500 g, der Milde, gem. 500g";;Cuba;10;7,9;;
Kaffee;EP;cu113151;"Café ""Cubita"" oscuro 500 g, der Kräftige, gem. 500g";;Cuba;10;7,9;;
Kaffee;ethiquable;1001;ECUADOR KAFFEE gemahlen (100% Arabica), 250g 250g;;Ecuador;12;4,69;;
Kaffee;EP;es113120;"""La Cortadora"" 250 g, gemahlen 250g";;El Salvador;20;3,99;;
Kaffee;EP;es113150;"""La Cortadora"" 500 g, gemahlen 500g";;El Salvador;10;7,9;;
Kaffee;EP;es113153;"""La Cortadora"" 500 g, Bohne 500g";;El Salvador;10;7,9;;
Kaffee;dwp;res213101;Café La Cortadora, gemahlen 250g;;El Salvador;20;4,25;;
Kaffee;dwp;res213103;Café La Cortadora, Bohne 500g;;El Salvador;10;8,4;;
Kaffee;EP;ha613120;"Café ""Creole"" 250 g, gemahlen 250g";;Haiti;20;;;
Kaffee;EP;ha613150;"Café ""Creole"" 500 g, gemahlen 500g";;Haiti;10;;;
Kaffee;EP;ha613153;"Café ""Creole"" 500 g, Bohne 500g";;Haiti;10;;;
Kaffee;EP;hn113120;Marcala Kaffee DO, 250g, gemahlen 250g;;Honduras;20;4,5;;
Kaffee;EP;hn113123;Marcala Kaffee DO, 250g, Bohne 250g;;Honduras;20;4,5;;
Kaffee;ethiquable;1201;HONDURAS KAFFEE gemahlen (100% Arabica), 250g 250g;;Honduras;12;4,69;;
Kaffee;EP;gu213120;Atitlan Kaffee, 250g, gemahlen 250g;;Guatemala;20;4,29;;
Kaffee;EP;gu213123;Atitlan Kaffee, 250g, Bohnen 250g;;Guatemala;20;4,29;;
Kaffee;GEPA;3110901;Bio Guatemala PUR 100% Arabica, gemahlen 250g;;Guatemala;6;4,99;;
Kaffee;EP;id813120;Sumatra Gayo, 250g gem., kbA 250g;;Indonesien ;20;4,9;;
Kaffee;EP;id813123;Sumatra Gayo, 250g Bohnen, kbA 250g;;Indonesien ;20;4,9;;
Kaffee;EP;ka413120;Bamenda, naturmild, gem., 250g 250g;;Kamerun;20;3,7;;
Kaffee;EP;ka413123;Bamenda, naturmild, Bohne., 250g 250g;;Kamerun;20;3,7;;
Kaffee;EP;ko213120;"""Nuevo Futuro"", Columbian mild, gemahlen 250g";;Kolumbien;20;4,29;;
Kaffee;EP;ko213002;"""Nuevo Futuro"", Columbian mild, gemahlen 1000g";;Kolumbien;5;16,7;;
Kaffee;EP;ko213003;"""Nuevo Futuro"", Columbian mild, Bohne 1000g";;Kolumbien;5;16,7;;
Kaffee;GEPA;4430901;Bio Kolumbien PUR 100% Arabica gemahlen 250g;;Kolumbien;6;4,99;;
Kaffee;ethiquable;1301;Kongo Kaffee gemahlen 100 % Arabica 250 g;;Kongo ;12;4,69;;
Kaffee;EP;me813120;"""Sonrisa"" kbA 250 g, Mexico, gemahlen 250g";;Mexiko;20;3,99;;
Kaffee;EP;me813150;"""Sonrisa"" kbA 500 g, Mexico, gemahlen 500g";;Mexiko;10;7,9;;
Kaffee;EP;me813153;"""Sonrisa"" kbA 500 g, Mexico, Bohne 500g";;Mexiko;10;7,9;;
Kaffee;dwp;rme813101;Café Compañero MEXIKO, kbA, gem. 250g;;Mexiko;20;4,2;;
Kaffee;dwp;rme813102;Café Compañero MEXIKO, kbA, gem. 500g;;Mexiko;10;8,3;;
Kaffee;dwp;rme813103;Café Compañero MEXIKO, kbA, Bohnen 500g;;Mexiko;10;8,2;;
Kaffee;EP;me813002;"""Sonrisa"" kbA,  PP Neutralverp., Bohne Großverbraucher 1000g";;Mexiko;5;15,5;;
Kaffee;EP;me813004;"""Sonrisa"" kbA, PP Neutralverp., gemahlen Großverbraucher 1000g";;Mexiko;5;15,5;;
Kaffee;GEPA;5080901;Mexiko PUR 100% Arabica gemahlen 250g;;Mexico;6;4,99;;
Kaffee;GEPA;8580901;Maragogype Bio Café, Elefantenbohne 250g;;Mexiko;6;6,95;;
Kaffee;GEPA;8620903;Lalitpur Bio Café, gemahlen 250 g;;Nepal;6;6,95;;
Kaffee;GEPA;5340901;Nicaragua PUR 100% Arabica, gemahlen 250g;;Nicaragua;6;4,99;;
Kaffee;EP;ni213550;nica 4.0 selección, Gourmet-Auswahl Gemahlen 250g;;Nicaragua;20;4,5;;
Kaffee;EP;ni213553;nica 4.0 selección, Gourmet-Auswahl Ganze Bohne 250g;;Nicaragua;20;4,5;;
Kaffee;EP;ni213220;"""Nica organico"" SHG kbA, fuerte, der Kräftige, 250 g gemahlen 250g";;Nicaragua;20;3,99;;
Kaffee;EP;ni213120;"""Nica organico"" SHG, kbA 250 g, naturmild, gemahlen 250g";;Nicaragua;20;3,99;;
Kaffee;EP;ni213150;"""Nica organico"" SHG, kbA 500 g, naturmild, gemahlen 500g";;Nicaragua;10;7,9;;
Kaffee;EP;ni213153;"""Nica organico"" SHG, kbA  500 g, naturmild, Bohne 500g";;Nicaragua;10;7,9;;
Kaffee;EP;ni213001;"""Nica organico"" SHG kbA, PP Neutralverp., gemahlen, Großverbraucher 1000g";;Nicaragua;5;15,5;;
Kaffee;EP;ni213003;"""Nica organico"" SHG kbA, PP Neutralverp., Bohne, Großverbraucher 1000g";;Nicaragua;5;15,5;;
Kaffee;dwp;rni113102;Café Compañero NICARAGUA SHG, kbA, gemahlen 500g;;Nicaragua;10;8,3;;
Kaffee;dwp;rni113104;Café Compañero NICARAGUA SHG, kbA, Bohne 500g;;Nicaragua;10;8,2;;
Kaffee;dwp;rni213101;Café Compañero NICARAGUA, kbA, gem., naturmilde Röstung 250g;;Nicaragua;20;4,2;;
Kaffee;dwp;rni213102;Café Compañero NICARAGUA, kbA, gem. 500g;;Nicaragua;10;8,3;;
Kaffee;dwp;rni213103;Café Compañero NICARAGUA, kbA, Bohne 500g;;Nicaragua;10;8,2;;
Kaffee;dwp;rni213106;Café Rio Coco, gemahlen exklusiver Gourmetkaffee 250g;;Nicaragua;20;4,65;;
Kaffee;dwp;rni213107;Café Rio Coco, Bohne exklusiver Gourmetkaffee 500g;;Nicaragua;10;9,2;;
Kaffee;EP;pa113120;Café de Panamá 250 g, Gourmetkaffee, gem. 250g;;Panama;20;4,19;;
Kaffee;EP;pa113123;Café de Panamá 250 g, Gourmetkaffee, Bohne 250g;;Panama;20;4,19;;
Kaffee;EP;pa113004;Café de Panamá, Gourmet-Kaffee, 1000g kbA, gem. 1000g;;Panama;5;16,25;;
Kaffee;EP;pa113002;Café de Panamá, Gourmet-Kaffee, 1000g kbA, Bohne 1000g;;Panama;5;16,25;;
Kaffee;EP;pg313120;Yha Hauka Kaffee, Gourmetklasse, 250g gem. 250g;;Papua-Neuguinea;20;3,9;;
Kaffee;EP;pg313123;Yha Hauka Kaffee, Gourmetklasse, 250g Bohnen 250g;;Papua-Neuguinea;20;3,9;;
Kaffee;EP;pg413220;Purosa Grande AA, 250g gem. 250g;;Papua-Neuguinea;20;4,5;;
Kaffee;EP;pg413223;Purosa Grande AA, 250g Bohnen 250g;;Papua-Neuguinea;20;4,5;;
Kaffee;dwp;rpe513101;Café Crema Oro Verde 100% Peru , kbA, gemahlen 250 g;;Peru;20;4,5;;
Kaffee;dwp;rpe513103;Café Crema Oro Verde 100% Peru , kbA, Bohne 500g;;Peru;10;8,9;;
Kaffee;ethiquable;1101;PERU KAFFEE gemahlen (100% Arabica) 250g;;Peru;12;4,69;;
Kaffee;GEPA;3600901;Bio Peru PUR 100% Arabica, gemahlen 250g;;Peru;6;4,99;;
Kaffee;EP;rw113120;Ruanda Kopakama, gemahlen 250g;;Ruanda;20;3,85;;
Kaffee;EP;rw113123;Ruanda Kopakama, Bohne 250g;;Ruanda;20;3,85;;
Kaffee;GEPA;1910901;Ruanda PUR 100% Arabica, gemahlen 250g;;Rwanda;6;4,49;;
Kaffee;EP;ta113120;EL PUENTE Bio-Kaffee, gemahlen 250g;;Tanzania;20;3,5;;
Kaffee;EP;ta113153;EL PUENTE Bio-Kaffee, Bohne 500g;;Tanzania;10;6,9;;
Kaffee;GEPA;1460901;Bio Café Kilimanjaro, Röstkaffee, gemahlen 250g;;Tanzania;6;6,95;;
Kaffee;GEPA;1460902;Bio Café Kilimanjaro, Röstkaffee, Bohnen 250g;;Tanzania;6;6,95;;
Kaffee;GEPA;1820901;Mont Elgon Bio Crema, Bohnen 250g;;Uganda;6;6,95;;
Kaffee;GEPA;1820902;Mont Elgon Bio Crema, gemahlen 250g;;Uganda;6;6,95;;
Kaffee;GEPA;1820903;Mont Elgon Bio Crema, Bohnen 1000g;;Uganda;4;24,95;;
Kaffee;EP;co113220;Café Liberté, gemahlen 250g;;Kongo, Kamerun;6;3,99;;
Kaffee;EP;co113223;Café Liberté, Bohnen 250g;;Kongo, Kamerun;6;3,99;;
Kaffee;GEPA;3050901;Bio Café Orgánico, naturmild, gemahlen 250g;;diverse;6;4,49;;
Kaffee;GEPA;305090101;Bio Café Orgánico, naturmild, Bohnen 250g;;diverse;6;4,49;;
Kaffee;GEPA;3050917;Café Orgánico „Misereor“, naturmild gemahlen 500g;;diverse;6;8,49;;
Kaffee;GEPA;8900992;Café Mero Bio, gemahlen 250g;;diverse;6;3,79;;
Kaffee;GEPA;8900993;Café Mero 250 g;;diverse;6;2,99;;
Kaffee;GEPA;8910906;Café Camino, gemahlen 250g;;diverse ;6;3,99;;
Kaffee;GEPA;8910907;Bio Café Esperanza BdfW mild aromatisch, gemahlen 250g;;diverse ;6;4,49;;
Kaffee;GEPA;8910946;Café Milde Mischung, gemahlen 500g;;diverse ;6;7,49;;
Kaffee;GEPA;8910947;Café Aha, gemahlen 500g;;diverse ;6;6,99;;
Kaffee;dwp;rmi313101;Café Drei Kontinente, kbA, gemahlen 250g;;Nicar., Äthiop.  Indonesien;20;4,5;;
Kaffee;dwp;rmi313103;Café Drei Kontinente, kbA, Bohnen 500g;;Nicar., Äthiop.  Indonesien;10;8,9;;
Kaffee;GEPA;8900999;Faires Pfund Filterkaffee gemahlen 500g;;diverse;6;7,99;;
Espresso;GEPA;5050901;Chiapas Espresso, Bohnen 250 g;;Mexico;6;6,95;;
Espresso;GEPA;5050902;Chiapas Espresso, gemahlen 250 g;;Mexico;6;6,95;;
Espresso;GEPA;5050903;Chiapas Espresso, Bohnen 1000 g;;Mexico;4;24,95;;
Espresso;EP;ka413220;Bamenda Espresso, gem., 250g 250g;;Kamerun;20;3,99;;
Espresso;EP;ka413223;Bamenda Espresso, Bohne, 250g 250g;;Kamerun;20;3,99;;
Espresso;EP;ka413320;Yambo Espresso, gem., 250g 250g;;Kamerun;20;3,79;;
Espresso;EP;ka413323;Yambo Espresso, Bohne, 250g 250g;;Kamerun;20;3,79;;
Espresso;ethiquable;1701;Espresso Kaffee gemahlen 100 % Arabica 250 g;;Honduras Kongo;12;4,69;;
Espresso;ethiquable;1702;Espresso Kaffee Bohne 100 % Arabica 250 g;;Honduras Kongo;12;4,69;;
Espresso;GEPA;8910905;Bio Espresso, gemahlen 250g;;diverse ;6;4,95;;
Espresso;GEPA;891090501;Bio Espresso, Bohnen 250g;;diverse ;6;4,95;;
Espresso;GEPA;891091101;Espresso Cargado Bohne, kräftig aromatisch 1000 g;;diverse;4;16,95;;
Espresso;GEPA;8910911;Espresso Cargado gemahlen, kräftig aromatisch 250g;;diverse ;6;4,49;;
Espresso;GEPA;8900927;tazpresso, gemahlen 250g;;afrikanische Länder;6;5,95;;
Espresso;GEPA;890092701;tazpresso, Bohnen 250g;;afrikanische Länder;6;5,95;;
Espresso;GEPA;890092702;tazpresso, Bohnen 1000g;;afrikanische Länder;4;22,95;;
Espresso;GEPA;8900949;Café Wunderbar Espresso Bohne, für Vollautomaten 1000g;;diverse ;4;19,95;;
Espresso;GEPA;8910912;Italienischer Espresso gemahlen 250g;;diverse ;6;5,45;;
Espresso;GEPA;8910972;Italienischer Espresso Bohne 1000g;;diverse ;4;19,95;;
Espresso;GEPA;8900925;Bio Caffé Crema  Bohne, auch für Vollautomaten geeignet 1000g;;diverse ;4;19,95;;
Espresso;GEPA;8950906;Bio Caffé Crema  Bohne, auch für Vollautomaten geeignet 250 g;;diverse ;6;5,45;;
Espresso;GEPA;8900997;Das Faire Pfund Espresso - Bohne 500 g;;diverse ;6;8,99;;
Espresso;GEPA;8900998;Das Faire Pfund Crema – Bohne 500 g;;diverse ;6;8,99;;
Espresso;EP;cu113251;"Café ""Cubita oscuro"", 1000 g Bohne m. Aromaschutz-Ventil, Extra-Röstung f. Espresso 1000 g";;Cuba;6;15,5;;
Espresso;EP;ni213250;"""Nicamex"" kbA 200 g, Espresso, gemahlen 200 g";;Nicaragua;20;3,8;;
Espresso;EP;ni213253;"""Nicamex"" kbA 200 g, Espresso, Bohne 200 g";;Nicaragua;20;3,8;;
Espresso;EP;ni212293;"""Nicamex"" kbA 1000 g, Espresso, Bohne 1000 g";;Nicaragua;4;17,9;;
Espresso;EP;bo313250;"Gourmet Bio Espresso, ""Correcto"" gemahlen 250 g";;Nic., Kol., Bo.;20;4,65;;
Espresso;EP;bo313253;"Gourmet Bio Espresso, ""Correcto"" Bohne 500 g";;Nic., Kol., Bo.;10;8,95;;
Espresso;dwp;rme813104;Café Compañero MEXIKO, Espresso gemahlen 250 g;;Mexiko;20;4,55;;
Espresso;dwp;rme813105;Café Compañero MEXIKO, Espresso Bohne 500 g;;Mexico;10;8,9;;
Espresso;dwp;ret113201;Espresso Afrika, kbA, gemahlen Arabica-Robusta-Mischung 250g;;afrikanische Länder;20;4,65;;
Espresso;dwp;ret113202;Espresso Afrika, kbA, Bohnen Arabica-Robusta-Mischung 500g;;afrikanische Länder;10;9,2;;
Espresso;dwp;ret113300;Espresso Afrika, kbA, Bohnen Arabica-Robusta-Mischung 1000g;;afrikanische Länder;4;18,2;;
Espresso;dwp;rmi113201;Espresso 3 Länder kbA, gemahlen 250g;;Nicar., Koumb. Bolivien;20;4,6;;
Espresso;dwp;rmi113202;Espresso 3 Länder kbA, Bohnen 500g;;Nicar., Koumb. Bolivien;10;9,1;;
Espresso;dwp;rmi113300;Espresso 3 Länder kbA, Bohnen 1000g;;Nicar., Koumb. Bolivien;4;18;;
Espresso;dwp;rni213201;Café Compañero NICARAGUA, kbA, Espresso, gemahlen 250g;;Nicaragua ;20;4,55;;
Espresso;dwp;rni213202;Café Compañero NICARAGUA, kbA, Espresso, Bohne 500g;;Nicaragua ;10;8,9;;
Espresso;EP;me813250;Schümli Kaffee 500 g, kbA, Bohne 500 g;;Mex., Bol., Kol., Tanzania;10;7,9;;
Espresso;EP;me813252;Schümli Kaffee 1000 g, kbA, Bohne Großverbraucher 1000g;;Mex., Bol., Kol., Tanzania;5;15,6;;
Espresso;Café Libertad;250;Rebeldia Durito Espresso, 250g, gemahlen, italienische Röstung 250 g;;Mexiko;20;5,45;;
Espresso;Café Libertad;260;Rebeldia Durito Espresso, 500g, Bohnen mit Aromaschutzventil, italienische Röstung 500 g;;Mexiko;10;9,9;;
Kaffeepads;GEPA;8900930;Bio Esperanza Pads, 18x7g 126g;;diverse ;5;3,29;;
Kaffeepads;GEPA;8900931;Bio Schonkaffee Pads, 18x7g 126g;;diverse ;5;3,29;;
Kaffeepads;GEPA;8900948;Bio Crema Pads, 18x7g 126g;;diverse ;5;3,29;;
Kaffeepads;EP;bo313126;Kaffeepads Bio-Kaffee Crema, 18 Pads 126 g;;Bolivien, Kolumbien, Mexiko;5;3,29;;
Kaffeepads;EP;es113126;Kaffeepads El Salvador, entkoff. 126 g;;El Salvador;5;3,29;;
Kaffeepads;EP;ni213660;„Big bags“ Filterbeutel 60g für Gastro-Pad-Maschinen 60 g;;Nicaragua;60;63;;
Entkoffeiniert;GEPA;3050902;Bio Café Orgánico entkoffeiniert, gemahlen 250g;;Mexiko;6;4,99;;
Entkoffeiniert;GEPA;8900907;Bio Café Sereno entkoffeiniert, gemahlen 250g;;diverse ;6;4,99;;
Entkoffeiniert;EP;es113620;"""La Cortadora"" koffeinfrei 250 g, gemahlen 250 g";;El Salvador;20;4,59;;
Entkoffeiniert;EP;me813620;"""Sonrisa"" kbA 250 g, koffeinfrei, gemahlen 250 g";;Mexico;20;4,59;;
Entkoffeiniert;EP;me813623;"""Sonrisa"" kbA 250 g, koffeinfrei, Bohnen 250 g";;Mexico;20;4,59;;
Entkoffeiniert;dwp;rme813110;Café Compañero MEXIKO, entkoff., gem. 250g;;Mexiko;20;4,75;;
Entkoffeiniert;GEPA;8910928;Bio Schonkaffee mild-würzig, gemahlen 250g;;diverse ;6;4,99;;
Entkoffeiniert;EP;ni213420;"""Nica organico"" SHG kbA, suave Schonkaffee, schonend entsäuert 250 g";;Nicaragua;20;4,29;;
Entkoffeiniert;dwp;rni113103;Café Compañero NICARAGUA SHG, kbA, Schonkaffee, gem. 500g;;Nicaragua;10;8,5;;
Entkoffeiniert;dwp;rni113105;Café Compañero NICARAGUA SHG, kbA, Schonkaffee, gem. 250g;;Nicaragua;20;4,3;;
Entkoffeiniert;EP;es113610;"""La Cortadora"" Espresso koffeinfrei gemahlen 200 g";;El Salvador;20;4,2;;
Entkoffeiniert;EP;es113613;"""La Cortadora"" Espresso koffeinfrei Bohnen 200 g";;El Salvador;20;4,2;;
Entkoffeiniert;GEPA;8950903;Italienischer Espresso entkoffeiniert, gemahlen 250 g;;diverse;6;5,75;;
Entkoffeiniert;dwp;rmi113203;Espresso entkoffeiniert, gemahlen 100% Arabica 250 g;;diverse;20;5,2;;
Entkoffeiniert;dwp;rmi113204;Espresso entkoffeiniert, Bohne 100% Arabica 500 g;;diverse;10;10,3;;
Kaffee;EP;ko413220;Rheinische Affaire Neutralverp. gem. 250g;;Nicaragua, Kolumbien, Bolivien;20;4,35;;
Kaffee;EP;ko413221;Rheinische Affaire Neutralverp. Bohne 250g;;Nic., Kol., Bo.;20;4,35;;
Kaffee;EP;ko413320;Rheinische Affaire Köln Café gem. 250g;;Nic., Kol., Bo.;20;4,35;;
Kaffee;EP;ko413321;Rheinische Affaire Köln Café Bohne 250g;;Nic., Kol., Bo.;20;4,35;;
Kaffee;EP;ko413420;Rheinische Affaire Leverkusen Café gem. 250g;;Nic., Kol., Bo.;20;4,35;;
Kaffee;EP;ko413520;Rheinische Affaire Bonn Café gem. 250g;;Nic., Kol., Bo.;20;4,35;;
Kaffee;EP;ko413521;Rheinische Affaire Bonn Café Bohne 250g;;Nic., Kol., Bo.;20;4,35;;
Kaffee;EP;ko413720;Rheinische Affaire Brühl Café gem. 250g;;Nic., Kol., Bo.;20;4,35;;
Kaffee;EP;ko413920;Rheinische Affaire Vorgebirgs Café gem.  250g;;Nic., Kol., Bo.;20;4,35;;
Kaffee;EP;ko413930;Rheinische Affaire Mittelrhein Café gem. 250g;;Nic., Kol., Bo.;20;4,35;;
Kaffee;EP;ko413940;Rheinische Affaire Neuwied Café gem. 250g;;Nic., Kol., Bo.;20;4,35;;
Kaffee;EP;ko413004;Rheinische Affaire gem., 1kg, Neutralverp. 1000g;;Nic., Kol., Bo.;5;16,7;;
Kaffee;EP;ko413002;Rhein. Affaire Bohnen, 1kg, Neutralverp. 1000g;;Nic., Kol., Bo.;5;16,7;;
Kaffee;EP;ko413830;Rheinische Affaire Westerwald Café gem. 250g;;Nic., Kol., Bo.;20;4,35;;
Espresso;EP;ko413250;Rheinische Affaire Espresso gem. 250g;;Nic., Kol., Bo.;20;4,95;;
Espresso;EP;ko413253;Rheinische Affaire Espresso Bohnen 500g;;Nic., Kol., Bo.;10;9,5;;
Kaffee;EP;rw113220;Ruanda-Partnerschafts-Kaffee, 250g gem. Partnerkaffee Ruanda-Rheinland-Pfalz 250g;;Ruanda;20;3,85;;
Kaffee;EP;rw113223;Ruanda-Partnerschafts-Kaffee, 250g Bohnen Partnerkaffee Ruanda-Rheinland-Pfalz 250g;;Ruanda;20;3,85;;
Kaffee;EP;rw113004;Ruanda-Partnerschafts-Kaffee/Kopakama, 1000g gem. 1000g;;Ruanda;5;14,9;;
Kaffee;EP;rw113002;Ruanda-Partnerschafts-Kaffee/Kopakama, 1000g Bohnen 1000g;;Ruanda;5;14,9;;
Kaffee;EP;ni213720;credit Kaffee, kbA, gemahlen 250 g;;div.;20;4;;
Kaffee;EP;ni213723;credit Kaffee, kbA, Bohnen 250 g;;div.;20;4;;
Kaffee;EP;me813220;Ver.di Bio-Kaffee, gemahlen 250 g;;;20;4,1;;
Kaffee;EP;me813223;Ver.di Bio-Kaffee, Bohne 250 g;;;20;4,1;;
Kaffee;EP;me813520;"Kfd-Kaffee ""FairStärkung"", kbA, gemahlen 250 g";;Mexiko;20;4;;
Kaffee;EP;me813523;"Kfd-Kaffee ""FairStärkung"", kbA, Bohne 250 g";;Mexiko;20;4;;
Entkoffeiniert;EP;me813521;"Kfd-Kaffee ""FairStärkung"", kbA, gemahlen, koffeinfrei 250 g";;Mexiko;20;4,6;;
Kaffee;EP;ni213320;"""Nassau Affair"" Bio-Kaffee, 250g gemahlen 250 g";;Nic., Ko., Mex.;20;3,99;;
Kaffee;EP;ni213323;"""Nassau Affair"" Bio-Kaffee, 250g Bohne 250 g";;Nic., Ko., Mex.;20;3,99;;
Kaffee;GEPA;8910909;Bergischer Bio Kaffee, gemahlen  250 g;;diverse;6;4,49;;
Kaffee;GEPA;8910971;Agenda 21 Biokaffee, gemahlen 250g;;diverse ;6;4,49;;
Kaffee;GEPA;891097110;Agenda 21 Biokaffee, Bohne 250g;;diverse ;6;4,49;;
Kaffee;EP;ko41904;Schalke 04 Bio-Kaffee, gemahlen 250 g;;Kolumbien;20;4,29;;
Kaffee;EP;ko41905;Schalke 04 Bio-Kaffee, Bohne  250 g;;Kolumbien;20;4,29;;
Kaffee;EP;ko42011;Schalke 04-Kaffee, gemahlen Beutel in Aromaschutz-Geschenkdose 250 g;;Kolumbien;1;12,95;;
Kaffee;GEPA;8900947;Café Wunderbar gemahlen 250g;;diverse ;6;4,49;;
Kaffee;dwp;ret213101;Kaffa Bio mild, gemahlen 250g;;Äthiopien;10;7,95;;
Kaffee;dwp;ret213102;Kaffa Bio mild, Bohnen 250g;;Äthiopien;10;7,95;;
Kaffee;dwp;ret213103;Kaffa Bio medium, gemahlen 250g;;Äthiopien;10;7,95;;
Kaffee;dwp;ret213104;Kaffa Bio medium, Bohnen 250g;;Äthiopien;10;7,95;;
Espresso;dwp;ret213105;Kaffa Bio Espresso, gemahlen 250g;;Äthiopien;10;7,95;;
Espresso;dwp;ret213106;Kaffa Bio Espresso, Bohnen 250g;;Äthiopien;10;7,95;;
Instant;ethiquable;69;Arabica Ecuador, löslicher Arabica-Kaffee  85 g;;Ecuador;6;5,49;;
Instant;GEPA;1440904;Bio Kagera Instant Kaffee, sprühgetrocknet 100g;;Tanzania;12;5,45;;
Instant;GEPA;8900915;Bio Café Benita Instant Kaffee, gefriergetrocknet 100g;;diverse ;6;6,99;;
Instant;GEPA;8900956;Bio Café Benita entkoffeiniert Instant Kaffee, gefriergetrocknet 100g;;diverse ;6;7,49;;
Instant;EP;ta013210;Cappu café, Instant Cappuccino Mit Rohrohrzucker 120g;;Tanzania u.a.;8;3,49;;
Instant;EP;ta013220;Cappu cacao, Instant-Cappuccino Mit Kakao und Rohrohrzucker 150 g;;Tanzania u.a.;8;3,49;;
Instant;EP;ta013100;Afrika-Kaffee Bio-Instant, sprühgetrocknet, kbA 100 g;;Tanzania;8;4,45;;
Instant;EP;ta013200;Afrika-Kaffee Bio-Instant, sprühgetrocknet, kbA 200 g;;Tanzania;8;8,9;;
Instant;GEPA;8910965;Cappuccino, Instant Getränkepulver 150g;;Tanzania, diverse;6;3,69;;
Getreidekaffee;GEPA;8912108;Getreide Instantkaffee 120g;;Peru;6;2,29;;
Getreidekaffee;CTM;172;Orzo – Getreidekaffee Instant 120g;;Ecuador;6;2,19;;
Getreidekaffee;Libera Terra;LT801;Orzo Moka – Gerstenkaffee gemahlen für die Caffettiera/Moka-Kaffeemaschine 500g;;Italien;12;3,75;;
Kaffee;EP;int13100;EL PUENTE Kaffeesack Geschenkset mit Aromakaffees, 5 x 40 g, 200 g  200 g;;diverse ;6;4,99;;
Kaffee;EP;ha613041;"Röstkaffee ""Zimt-Amaretto"" 40 g";;diverse ;12;1,09;;
Kaffee;EP;ha613042;"Röstkaffee ""Irish Coffee"" 40 g";;diverse ;12;1,09;;
Kaffee;EP;ha613045;"Röstkaffee ""Schokolade"" 40 g";;diverse ;12;1,09;;
Kaffee;EP;ha613046;"Röstkaffee ""Haselnuss"" 40 g";;diverse ;12;1,09;;
Kaffee;EP;bo313051;"Bio Röstkaffee ""Vanille"", mit Zucker, kbA 40 g";;Bolivien;12;1,19;;
Kaffee;EP;bo313050;"Bio Röstkaffee ""Mandel"", kbA 40 g";;Bolivien;12;1,19;;
Guarana;EP;br410100;Guarana Pulver, kbA 100 g;;Brasilien;6;13,5;;
Guarana;EP;br410125;Guarana Pulver, kbA 250g;;Brasilien;4;27,8;;
Guarana;EP;br410150;Guarana Pulver, kbA 500 g;;Brasilien;4;43,9;;
Guarana;EP;br410300;Guafee Getreidekaffee und Guarana , kbA 125 g;;Brasilien;4;7,29;;
Guarana;EP;br410325;Guafee Getreidekaffee und Guarana , kbA 250 g;;Brasilien;4;12,49;;
Guarana;EP;br410400;Guacaó Kakao mit Guarana und Rohrzucker 325 g;;Brasilien;4;9,9;;
Schwarzer Tee;GEPA;7370903;Ceylon-Tee kräftig aromatischer Schwarztee 250g;;Sri  Lanka;5;6,49;;
Schwarzer Tee;EP;sl512200;Ceylon Tee Flowery Fannings Extra Special 100 g;;Sri Lanka;7;3,99;;
Schwarzer Tee;EP;sl512100;Ceylon Tee 100 g;;Sri Lanka;7;2,19;;
Schwarzer Tee;dwp;rsl812001;Schwarztee Ceylon-BOP kräftig-vollmundig 100 g;;Sri  Lanka;6;3,19;;
Schwarzer Tee;dwp;rsl812012;Schwarztee Ceylon-BOP kräftig-vollmundig 250 g;;Sri  Lanka;6;7,19;;
Schwarzer Tee;GEPA;7370901;Schwarztee Ceylon, einzeln kuvertiert 25x2g;;Sri  Lanka;5;2,99;;
